zip_code,median,lat,lng,mortgage
95701,460400,39.22633,-120.76741,242
95703,534900,38.99156,-120.9864,556
95709,465300,38.74886,-120.68134,1032
95713,422400,39.08477,-120.92788,2168
95714,343300,39.2013,-120.83677,65
95715,337500,39.27495,-120.64388,17
95717,300000,39.14258,-120.84268,27
95720,365000,38.84536,-120.26021,26
95722,547200,39.00467,-121.02891,1118
95726,341300,38.75418,-120.41989,1812
95728,704900,39.29673,-120.40358,83
95742,472200,38.5735,-121.19854,2746
95746,852900,38.75009,-121.16712,4757
95747,537300,38.77963,-121.36798,15733
95757,507100,38.33886,-121.43643,8501
95758,434500,38.42932,-121.44603,11873
95762,699100,38.67694,-121.05755,9882
95765,578900,38.81982,-121.27772,7179
95776,429900,38.68889,-121.70776,3637
95811,510900,38.58761,-121.49077,291
95814,544600,38.58064,-121.49488,488
95815,247400,38.60544,-121.44497,2761
95816,631100,38.57555,-121.46543,2014
95817,374200,38.55057,-121.45713,1639
95818,660600,38.55579,-121.49669,3837
95819,637200,38.56816,-121.43772,3967
95820,317700,38.53491,-121.4442,5186
95821,374500,38.62541,-121.38479,4784
95822,355400,38.51273,-121.49556,6626
95823,285600,38.47473,-121.44266,7928
95824,243800,38.51746,-121.44147,2126
95825,331300,38.5901,-121.40644,2305
95826,349300,38.54554,-121.37885,5811
95827,328800,38.55151,-121.3253,2981
95828,309800,38.48943,-121.39598,7451
95829,429800,38.48759,-121.33326,5340
95830,821900,38.49415,-121.27229,107
95831,485300,38.49599,-121.52948,6217
95832,319400,38.43979,-121.49888,1235
95833,349900,38.61529,-121.51558,5583
95834,415800,38.64207,-121.51967,4756
95835,452000,38.67088,-121.52464,8017
95837,1045500,38.68925,-121.59537,36
95838,276000,38.64708,-121.44312,4876
95841,308800,38.66031,-121.34812,2234
95842,289300,38.687,-121.34889,3825
95843,361900,38.71532,-121.36366,8087
95864,643200,38.58512,-121.37655,4852
95901,269300,39.2225,-121.48855,4727
95910,120800,39.46742,-120.83158,65
95912,351000,39.0016,-122.07462,567
95913,227500,39.62899,-122.19215,22
95914,306900,39.40756,-121.37878,69
95916,204800,39.65945,-121.37375,98
95917,275000,39.42392,-121.77178,558
95918,532700,39.301,-121.34547,494
95919,273400,39.43445,-121.26554,274
95920,269400,39.46071,-121.93702,29
95922,266200,39.47033,-121.07736,75
95923,736100,40.18385,-121.13672,4
95926,370500,39.74573,-121.84396,4701
95928,388800,39.68317,-121.83528,4409
95930,282900,39.54679,-121.1606,88
95932,285200,39.26839,-122.00426,932
95936,1024200,39.56336,-120.79279,12
95938,477700,39.60504,-121.79708,632
95939,138100,39.56755,-122.60224,21
95941,269500,39.5588,-121.24157,21
95942,392300,39.98954,-121.58872,510
95943,570300,39.57692,-122.0367,44
95945,391400,39.19426,-120.98199,3870
95946,443600,39.21052,-121.20467,1772
95947,240100,40.15942,-120.84409,295
95948,260600,39.34289,-121.75818,1410
95949,448500,39.102,-121.13343,4690
95951,240300,39.71473,-122.00197,264
95953,276300,39.25018,-121.77309,1471
95954,194500,39.94916,-121.54088,2097
95955,283100,39.29657,-122.20454,158
95956,261500,39.8751,-121.12209,101
95957,278300,39.05366,-121.82379,107
95959,519400,39.34509,-120.86797,3226
95960,348300,39.39121,-121.0583,63
95961,292400,39.03343,-121.55754,4600
95962,297500,39.32669,-121.26876,150
95963,278200,39.73682,-122.30329,2122
95965,216400,39.59169,-121.59034,2303
95966,244400,39.47332,-121.43284,4986
95968,156800,39.43514,-121.55179,61
95969,300000,39.72178,-121.63388,1543
95970,450000,39.41159,-122.05176,28
95971,266100,39.92895,-120.91608,644
95973,402600,39.88099,-121.8516,5905
95975,478700,39.22436,-121.15367,471
95977,377100,39.17967,-121.29007,347
95979,250000,39.29771,-122.47913,39
95982,292700,39.18051,-121.80746,581
95987,310300,39.10299,-122.2726,795
95988,244100,39.49825,-122.28698,947
95991,297900,39.02205,-121.61317,4877
95993,353700,39.08171,-121.68798,5367
96001,319700,40.57731,-122.45443,4965
96002,280900,40.5299,-122.31679,4821
96003,299600,40.66664,-122.31564,6511
96006,162000,41.15575,-120.83952,42
96007,235900,40.45507,-122.30468,3885
96008,197700,40.73559,-122.11091,179
96009,277800,41.06183,-121.04434,24
96011,115200,41.05762,-121.89157,11
96013,169500,40.97495,-121.68316,552
96015,218800,41.49672,-120.87162,15
96016,166800,40.90675,-121.52032,48
96017,258300,41.10776,-122.30751,22
96019,219700,40.68729,-122.39927,1803
96020,229200,40.30089,-121.26286,587
96021,212900,39.91871,-122.26813,1793
96022,263300,40.34232,-122.44814,2882
96023,120300,41.92108,-121.97592,139
96024,278800,40.58767,-122.90143,64
96025,232200,41.20409,-122.32523,343
96027,240800,41.36558,-123.07799,316
96028,286100,41.00761,-121.45731,302
96029,311500,39.94003,-122.48743,41
96031,163600,41.17262,-123.18029,1
96032,253400,41.58503,-122.98291,300
96033,130000,40.75076,-122.60004,48
96034,305300,41.44177,-122.60772,41
96035,223500,40.04168,-122.18254,633
96038,213900,41.60827,-122.54576,37
96039,143800,41.66376,-123.37711,58
96041,310100,40.52059,-123.19991,78
96044,177100,41.95384,-122.64853,156
96047,367600,40.47695,-122.69889,157
96048,330600,40.82613,-123.05594,205
96050,201200,41.85389,-122.95689,31
96051,269100,40.90112,-122.35664,273
96052,282500,40.68515,-122.80342,270
96054,124600,41.26665,-121.10633,48
96055,229300,40.10249,-122.03213,617
96056,266500,41.07178,-121.32607,317
96057,237500,41.26144,-122.0118,158
96058,226600,41.74536,-121.9337,23
96059,358000,40.42947,-121.83465,22
96062,325000,40.56373,-122.06646,196
96063,170700,40.35708,-121.60236,39
96064,199100,41.76371,-122.36433,682
96065,267700,40.88056,-121.95433,54
96067,320300,41.31664,-122.31736,1099
96069,327000,40.68226,-122.02341,225
96073,451900,40.59047,-122.20537,1176
96080,250400,40.16386,-122.39171,4763
96084,241700,40.79395,-121.91519,71
96085,159400,41.73245,-123.05145,4
96086,225000,41.87407,-123.23012,18
96087,334500,40.63296,-122.58067,169
96088,257200,40.50983,-121.88848,1213
96090,197700,40.00681,-122.12142,71
96091,321300,41.04567,-122.78053,140
96092,275000,39.97344,-121.97342,34
96093,298300,40.77237,-122.94329,603
96094,248600,41.51214,-122.36253,1116
96096,332200,40.63738,-121.87552,168
96097,190300,41.76234,-122.65921,1481
96101,145900,41.45803,-120.5043,686
96103,352200,39.78446,-120.66969,268
96104,174400,41.48248,-120.12725,65
96106,470000,39.73552,-120.54388,31
96107,245800,38.45215,-119.51421,98
96109,186400,39.99747,-120.09521,209
96112,197900,41.8372,-120.09403,7
96114,295100,40.2945,-120.49359,524
96118,215000,39.64823,-120.25392,227
96120,375300,38.745,-119.82485,120
96122,198000,39.82082,-120.47652,638
96123,231300,40.80392,-120.30799,0
96125,268200,39.61526,-120.60493,45
96128,353900,40.34948,-120.40198,169
96129,352000,39.81848,-120.35346,57
96130,218100,40.54992,-120.63064,2063
96133,219600,38.63181,-119.50423,91
96134,130100,41.8444,-121.41231,165
96137,236300,40.38554,-121.12478,612
96140,721200,39.23244,-120.10364,272
96141,817300,39.10297,-120.19872,168
96142,577700,39.0138,-120.09592,111
96143,542100,39.26174,-120.02817,562
96145,785700,39.18203,-120.15143,598
96146,1203900,39.22556,-120.23681,128
96148,681100,39.24978,-120.05767,94
96150,488200,38.88971,-120.04409,4669
96161,653600,39.34848,-120.22603,3971
97635,126800,41.93173,-120.29974,12
