zip_code,lat,lng,city,population,density,county
96027,41.36558,-123.07799,Etna,2118,2,Siskiyou
96028,41.00761,-121.45731,Fall River Mills,1641,3.8,Shasta
96029,39.94003,-122.48743,Flournoy,177,2.8,Tehama
96031,41.17262,-123.18029,Forks Of Salmon,51,0.1,Siskiyou
96032,41.58503,-122.98291,Fort Jones,2618,1.9,Siskiyou
96033,40.75076,-122.60004,French Gulch,420,1.1,Shasta
96034,41.44177,-122.60772,Gazelle,369,1.3,Siskiyou
96035,40.04168,-122.18254,Gerber,3320,30.1,Tehama
96037,41.54368,-122.93177,Greenview,103,14.5,Siskiyou
96038,41.60827,-122.54576,Grenada,687,14.5,Siskiyou
96039,41.66376,-123.37711,Happy Camp,923,1.3,Siskiyou
96040,40.79393,-121.47397,Hat Creek,86,0.6,Shasta
96041,40.52059,-123.19991,Hayfork,3873,4.5,Trinity
96044,41.95384,-122.64853,Hornbrook,1113,1.9,Siskiyou
96046,40.61118,-123.43151,Hyampom,135,0.4,Trinity
96047,40.47695,-122.69889,Igo,824,1.3,Shasta
96048,40.82613,-123.05594,Junction City,1235,3.1,Trinity
96050,41.85389,-122.95689,Klamath River,426,0.6,Siskiyou
96051,40.90112,-122.35664,Lakehead,1177,1.3,Shasta
96052,40.68515,-122.80342,Lewiston,2141,7.4,Trinity
96054,41.26665,-121.10633,Lookout,237,0.8,Modoc
96055,40.10249,-122.03213,Los Molinos,4149,16.8,Tehama
96056,41.07178,-121.32607,Mcarthur,1247,2.2,Lassen
96057,41.26144,-122.0118,Mccloud,1052,3.8,Siskiyou
96058,41.74536,-121.9337,Macdoel,644,0.7,Siskiyou
96059,40.42947,-121.83465,Manton,394,2.4,Tehama
96061,40.34407,-121.48767,Mill Creek,0,0,Tehama
96062,40.56373,-122.06646,Millville,1006,5.8,Shasta
96063,40.35708,-121.60236,Mineral,210,6.3,Tehama
96064,41.76371,-122.36433,Montague,4442,3.5,Siskiyou
96065,40.88056,-121.95433,Montgomery Creek,332,0.9,Shasta
96067,41.31664,-122.31736,Mount Shasta,7518,38,Siskiyou
96068,41.10525,-121.20455,Nubieber,165,2.2,Lassen
96069,40.68226,-122.02341,Oak Run,1112,4.6,Shasta
96071,40.68134,-121.45275,Old Station,20,0.3,Shasta
96073,40.59047,-122.20537,Palo Cedro,5377,45.9,Shasta
96074,39.87196,-122.58599,Paskenta,137,0.6,Tehama
96075,40.35582,-121.87196,Paynes Creek,336,1.4,Tehama
96076,40.37547,-122.92996,Platina,191,0.3,Trinity
96078,40.08245,-122.17607,Proberta,0,0,Tehama
96080,40.16386,-122.39171,Red Bluff,31469,18.8,Tehama
96084,40.79395,-121.91519,Round Mountain,650,4.6,Shasta
96085,41.73245,-123.05145,Scott Bar,25,0.2,Siskiyou
96086,41.87407,-123.23012,Seiad Valley,230,0.4,Siskiyou
96087,40.63296,-122.58067,Shasta,784,7.1,Shasta
96088,40.50983,-121.88848,Shingletown,4685,10.5,Shasta
96090,40.00681,-122.12142,Tehama,483,61,Tehama
96091,41.04567,-122.78053,Trinity Center,705,0.6,Trinity
96092,39.97344,-121.97342,Vina,334,1.9,Tehama
96093,40.77237,-122.94329,Weaverville,4391,17,Trinity
96094,41.51214,-122.36253,Weed,6846,13.2,Siskiyou
96096,40.63738,-121.87552,Whitmore,808,3,Shasta
96097,41.76234,-122.65921,Yreka,10169,21.6,Siskiyou
96101,41.45803,-120.5043,Alturas,5343,3.5,Modoc
96103,39.78446,-120.66969,Blairsden Graeagle,1506,6,Plumas
96104,41.48248,-120.12725,Cedarville,885,1.4,Modoc
96105,39.82478,-120.1821,Chilcoot,352,0.5,Plumas
96106,39.73552,-120.54388,Clio,494,8.6,Plumas
96107,38.45215,-119.51421,Coleville,714,2.9,Mono
96108,41.77687,-120.42351,Davis Creek,141,0.3,Modoc
96109,39.99747,-120.09521,Doyle,1179,2.1,Lassen
96110,41.26637,-120.10763,Eagleville,33,0.1,Modoc
96111,39.41571,-120.01648,Floriston,22,1.8,Nevada
96112,41.8372,-120.09403,Fort Bidwell,210,0.6,Modoc
96113,40.18577,-120.14609,Herlong,2245,39.7,Lassen
96114,40.2945,-120.49359,Janesville,3200,18.8,Lassen
96115,41.70753,-120.14047,Lake City,107,0.4,Modoc
96116,41.2603,-120.44841,Likely,31,0.1,Modoc
96117,40.54556,-120.23978,Litchfield,226,0.3,Lassen
96118,39.64823,-120.25392,Loyalton,1494,3.4,Sierra
96119,41.03353,-120.55264,Madeline,22,0.1,Lassen
96120,38.745,-119.82485,Markleeville,1061,1.8,Alpine
96121,40.16938,-120.37659,Milford,308,3.6,Lassen
96122,39.82082,-120.47652,Portola,4030,24.3,Plumas
96123,40.80392,-120.30799,Ravendale,65,0.1,Lassen
96124,39.63918,-120.46194,Calpine,468,3.4,Sierra
96125,39.61526,-120.60493,Sierra City,146,0.6,Sierra
96126,39.54764,-120.38999,Sierraville,301,4,Sierra
96128,40.34948,-120.40198,Standish,595,10.2,Lassen
96129,39.81848,-120.35346,Beckwourth,508,1.7,Plumas
96130,40.54992,-120.63064,Susanville,21904,16.9,Lassen
96132,40.89371,-120.5389,Termo,25,0.1,Lassen
96133,38.63181,-119.50423,Topaz,363,10.7,Mono
96134,41.8444,-121.41231,Tulelake,2144,2.5,Modoc
96135,39.81303,-120.20927,Vinton,113,1.3,Plumas
96136,40.31263,-120.12425,Wendel,58,0.2,Lassen
96137,40.38554,-121.12478,Westwood,3101,8.4,Lassen
96140,39.23244,-120.10364,Carnelian Bay,1323,49.4,Placer
96141,39.10297,-120.19872,Homewood,600,8,Placer
96142,39.0138,-120.09592,Tahoma,818,19.8,El Dorado
96143,39.26174,-120.02817,Kings Beach,3480,145.6,Placer
96145,39.18203,-120.15143,Tahoe City,2671,58.2,Placer
96146,39.22556,-120.23681,Olympic Valley,1165,11.1,Placer
96148,39.24978,-120.05767,Tahoe Vista,706,130.5,Placer
96150,38.88971,-120.04409,South Lake Tahoe,29727,70.3,El Dorado
96155,38.75294,-120.09222,South Lake Tahoe,0,0,El Dorado
96161,39.34848,-120.22603,Truckee,19058,28,Nevada
