zip_code,lat,lng,city,population,density,county
93541,37.99678,-119.01847,Lee Vining,353,0.4,Mono
93543,34.47916,-117.97357,Littlerock,13793,78.7,Los Angeles
93544,34.49063,-117.75505,Llano,1511,5.1,Los Angeles
93545,36.6046,-118.02721,Lone Pine,1629,1.6,Inyo
93546,37.60573,-118.85219,Mammoth Lakes,8779,14.4,Mono
93549,36.27728,-117.96016,Olancha,258,0.2,Inyo
93550,34.38305,-118.04926,Palmdale,82580,123,Los Angeles
93551,34.59404,-118.22634,Palmdale,54808,249.7,Los Angeles
93552,34.58412,-118.02386,Palmdale,43118,433.1,Los Angeles
93553,34.44515,-117.89611,Pearblossom,1056,7.1,Los Angeles
93554,35.36914,-117.75876,Randsburg,78,0.2,Kern
93555,35.58596,-117.68446,Ridgecrest,33060,163.5,Kern
93558,35.33945,-117.58517,Red Mountain,17,0.2,San Bernardino
93560,34.87116,-118.32594,Rosamond,21195,48.7,Kern
93561,35.10904,-118.52016,Tehachapi,31281,40,Kern
93562,35.70667,-117.34263,Trona,1757,7.6,San Bernardino
93563,34.38662,-117.83646,Valyermo,247,2.5,Los Angeles
93581,35.11288,-118.57035,Tehachapi,4284,637.1,Kern
93591,34.59656,-117.80955,Palmdale,6914,35.9,Los Angeles
93601,37.39395,-119.73702,Ahwahnee,1455,14.2,Madera
93602,37.0644,-119.37484,Auberry,3089,10.7,Fresno
93603,36.55118,-118.99607,Badger,268,1,Tulare
93604,37.3717,-119.52215,Bass Lake,343,3,Madera
93605,37.17622,-119.24953,Big Creek,126,3.3,Fresno
93606,36.79871,-120.01625,Biola,1138,634.9,Fresno
93608,36.5055,-120.3418,Cantua Creek,1180,3.8,Fresno
93609,36.52616,-119.86388,Caruthers,5309,33.6,Fresno
93610,37.09047,-120.29036,Chowchilla,23575,34.6,Madera
93611,36.82552,-119.68115,Clovis,47099,1765,Fresno
93612,36.81548,-119.71076,Clovis,36833,2107.3,Fresno
93614,37.21282,-119.72659,Coarsegold,11951,35.9,Madera
93615,36.50374,-119.28385,Cutler,5994,143.8,Tulare
93616,36.65468,-119.59437,Del Rey,2379,66.7,Fresno
93618,36.52213,-119.38661,Dinuba,32044,184.9,Tulare
93619,36.91656,-119.57372,Clovis,48320,100,Fresno
93620,37.0448,-120.6223,Dos Palos,8865,21.2,Merced
93621,36.8067,-119.13602,Dunlap,31,0.2,Fresno
93622,36.79283,-120.62434,Firebaugh,9483,8,Fresno
93623,37.47478,-119.66071,Fish Camp,9,0.2,Mariposa
93624,36.37258,-120.12125,Five Points,1016,2.7,Fresno
93625,36.62423,-119.67173,Fowler,8273,133.2,Fresno
93626,37.03278,-119.68601,Friant,2255,8.8,Madera
93627,36.51568,-120.10635,Helm,373,2.3,Fresno
93628,36.78149,-118.83839,Hume,274,1.7,Fresno
93630,36.71831,-120.12912,Kerman,20736,49.4,Fresno
93631,36.47653,-119.52131,Kingsburg,16738,78.3,Tulare
93633,36.72912,-118.95627,Kings Canyon National Pk,0,0,Tulare
93634,37.20583,-118.93652,Lakeshore,22,0,Fresno
93635,37.016,-120.88294,Los Banos,46606,46.1,Merced
93636,36.98171,-119.87706,Madera,12921,25.3,Madera
93637,36.91099,-120.1922,Madera,40996,56.4,Madera
93638,37.0424,-120.03816,Madera,51669,221,Madera
93640,36.67215,-120.43778,Mendota,13884,33.9,Fresno
93641,36.70481,-119.02167,Miramonte,188,1.1,Fresno
93643,37.27155,-119.45004,North Fork,2836,7.2,Madera
93644,37.41245,-119.59431,Oakhurst,7889,26,Madera
93645,37.1641,-119.61824,O'Neals,494,3.2,Madera
93646,36.63218,-119.28938,Orange Cove,10425,117.4,Tulare
93647,36.58449,-119.17773,Orosi,11575,48,Tulare
93648,36.6206,-119.52062,Parlier,15507,270.7,Fresno
93650,36.84026,-119.80038,Fresno,2646,1634.8,Fresno
93651,37.00296,-119.521,Prather,1802,42.7,Fresno
93652,36.59502,-119.90458,Raisin City,420,78.5,Fresno
93653,37.24769,-119.91882,Raymond,1370,2.5,Madera
93654,36.65747,-119.402,Reedley,29697,114.1,Fresno
93656,36.45173,-119.93615,Riverdale,5777,19.7,Fresno
93657,36.78853,-119.4378,Sanger,35854,61.3,Fresno
93660,36.60932,-120.16514,San Joaquin,3826,30.3,Fresno
93662,36.53963,-119.64287,Selma,30123,149.4,Fresno
93664,37.05671,-119.17981,Shaver Lake,321,0.7,Fresno
93665,36.96334,-120.65034,South Dos Palos,247,182.2,Merced
93666,36.54623,-119.33629,Sultana,741,1351.6,Tulare
93667,36.96585,-119.31511,Tollhouse,2005,6.6,Fresno
93668,36.65663,-120.28997,Tranquillity,1126,9.1,Fresno
93669,37.28334,-119.54297,Wishon,312,17,Madera
93670,36.48564,-119.25442,Yettem,263,2177.6,Tulare
93673,36.45229,-119.48232,Traver,551,273.2,Tulare
93675,36.73251,-119.19285,Squaw Valley,4062,15.8,Fresno
93701,36.74955,-119.78772,Fresno,10123,2569.9,Fresno
93702,36.73942,-119.75422,Fresno,45095,3367.5,Fresno
93703,36.76884,-119.76249,Fresno,32329,2621.8,Fresno
93704,36.80012,-119.80202,Fresno,29184,2087.9,Fresno
93705,36.78667,-119.82851,Fresno,37763,2997,Fresno
93706,36.65344,-119.90216,Fresno,41470,101,Fresno
93710,36.82335,-119.76251,Fresno,33507,2095.9,Fresno
93711,36.83508,-119.83309,Fresno,39085,1345.5,Fresno
93720,36.8606,-119.76228,Fresno,48148,1780.5,Fresno
93721,36.73282,-119.78383,Fresno,8168,1545.2,Fresno
93722,36.80003,-119.87791,Fresno,88116,1762.8,Fresno
93723,36.78693,-119.95271,Fresno,13109,123.2,Fresno
93725,36.62667,-119.73501,Fresno,26620,153.4,Fresno
93726,36.79374,-119.76161,Fresno,45330,2742.7,Fresno
93727,36.75119,-119.69736,Fresno,79596,1398.4,Fresno
93728,36.75729,-119.81816,Fresno,17779,2256.5,Fresno
93730,36.90354,-119.75512,Fresno,12810,628.6,Fresno
93737,36.75358,-119.6456,Fresno,7051,278.9,Fresno
93740,36.81638,-119.74613,Fresno,1237,546.4,Fresno
93741,36.76742,-119.79602,Fresno,63,212.2,Fresno
93901,36.64794,-121.63044,Salinas,29295,1180,Monterey
93905,36.6849,-121.60562,Salinas,63949,2672.2,Monterey
93906,36.72258,-121.63218,Salinas,66223,1928.2,Monterey
93907,36.76643,-121.66816,Salinas,24667,174.7,Monterey
93908,36.62153,-121.60048,Salinas,12605,20.2,Monterey
93920,36.03164,-121.52592,Big Sur,1701,4.1,Monterey
93921,36.55359,-121.92259,Carmel By The Sea,2564,1039.9,Monterey
93923,36.40394,-121.79867,Carmel,12758,24.3,Monterey
93924,36.39489,-121.63406,Carmel Valley,6416,13.2,Monterey
93925,36.60209,-121.42526,Chualar,1513,11.7,Monterey
93926,36.52567,-121.3991,Gonzales,9086,52.2,Monterey
93927,36.26978,-121.38018,Greenfield,19665,36.1,Monterey
93928,36.06484,-121.38102,Jolon,904,9.1,Monterey
93930,36.19924,-121.07282,King City,16945,19.1,Monterey
93932,36.00143,-121.05757,Lockwood,477,2.4,Monterey
93933,36.67566,-121.78237,Marina,26301,951.3,Monterey
93940,36.45294,-121.8498,Monterey,32273,354.6,Monterey
93943,36.59736,-121.87332,Monterey,0,0,Monterey
93944,36.60058,-121.91858,Monterey,2017,2311,Monterey
93950,36.61899,-121.92575,Pacific Grove,15169,2085.8,Monterey
93953,36.58566,-121.94329,Pebble Beach,3619,172.5,Monterey
93954,36.16434,-120.92441,San Lucas,446,2.9,Monterey
93955,36.62153,-121.79562,Seaside,32979,484.1,Monterey
93960,36.40489,-121.32121,Soledad,26357,58.4,Monterey
93962,36.62472,-121.64649,Spreckels,203,641.6,Monterey
94002,37.51366,-122.29853,Belmont,28201,1935.9,San Mateo
94005,37.6882,-122.40873,Brisbane,4803,404.9,San Mateo
94010,37.57306,-122.37828,Burlingame,43644,1114.7,San Mateo
94014,37.6907,-122.44769,Daly City,47708,2882.1,San Mateo
94015,37.68121,-122.48074,Daly City,64754,4420.7,San Mateo
94018,37.50603,-122.47321,El Granada,3636,2424.6,San Mateo
94019,37.44826,-122.4023,Half Moon Bay,15452,99.9,San Mateo
94020,37.28473,-122.21969,La Honda,2186,20.1,San Mateo
94021,37.25028,-122.24958,Loma Mar,263,9.3,San Mateo
94022,37.35534,-122.14494,Los Altos,20069,437.3,Santa Clara
94024,37.35037,-122.09863,Los Altos,24203,1129.6,Santa Clara
94025,37.45087,-122.1829,Menlo Park,41826,1930.5,San Mateo
94027,37.45399,-122.20313,Atherton,7213,554,San Mateo
94028,37.37492,-122.21136,Portola Valley,6582,146.7,San Mateo
94030,37.59969,-122.40343,Millbrae,23083,2641.2,San Mateo
94037,37.55327,-122.49584,Montara,2879,202,San Mateo
94038,37.52946,-122.4849,Moss Beach,3227,209.6,San Mateo
94040,37.38034,-122.08531,Mountain View,35800,3776.6,Santa Clara
94041,37.38822,-122.07529,Mountain View,14862,3606.6,Santa Clara
94043,37.41188,-122.06892,Mountain View,33052,1508.8,Santa Clara
94044,37.60544,-122.47993,Pacifica,38609,988,San Mateo
94060,37.22297,-122.33572,Pescadero,1293,6.8,San Mateo
94061,37.46136,-122.23731,Redwood City,38255,3825.5,San Mateo
94062,37.42562,-122.29653,Redwood City,26847,160.3,San Mateo
94063,37.49367,-122.20823,Redwood City,35163,2088,San Mateo
94065,37.53504,-122.24683,Redwood City,11772,1981.7,San Mateo
94066,37.62539,-122.43229,San Bruno,43846,2793.4,San Mateo
94070,37.49739,-122.27021,San Carlos,31477,1985.5,San Mateo
94074,37.32817,-122.34164,San Gregorio,140,2.3,San Mateo
94080,37.65541,-122.42083,South San Francisco,66652,2528.6,San Mateo
94085,37.38862,-122.01793,Sunnyvale,23805,2616.6,Santa Clara
94086,37.37164,-122.02316,Sunnyvale,48482,4286.8,Santa Clara
94087,37.35164,-122.03669,Sunnyvale,59771,3501.4,Santa Clara
94089,37.41192,-122.01441,Sunnyvale,23492,1490.6,Santa Clara
94102,37.77956,-122.41931,San Francisco,33856,19760.9,San Francisco
94103,37.77299,-122.41136,San Francisco,32430,9113.8,San Francisco
94104,37.79144,-122.40211,San Francisco,504,2509.2,San Francisco
94105,37.79239,-122.39707,San Francisco,13810,10568.6,San Francisco
94107,37.76473,-122.39508,San Francisco,28607,5951.9,San Francisco
94108,37.79189,-122.40854,San Francisco,11963,17904.6,San Francisco
94109,37.79334,-122.42138,San Francisco,56114,20085.5,San Francisco
94110,37.74975,-122.41528,San Francisco,70859,11447.9,San Francisco
94111,37.79847,-122.3998,San Francisco,4707,5447.6,San Francisco
94112,37.7206,-122.44311,San Francisco,84477,9779,San Francisco
94114,37.75814,-122.43547,San Francisco,34474,9612.9,San Francisco
94115,37.78608,-122.43742,San Francisco,34193,11617.6,San Francisco
94116,37.74457,-122.48611,San Francisco,45510,6956,San Francisco
94117,37.77002,-122.44425,San Francisco,40701,12329.7,San Francisco
94118,37.7801,-122.46185,San Francisco,41456,7982.1,San Francisco
94121,37.77849,-122.49548,San Francisco,43964,6697.2,San Francisco
94122,37.76113,-122.48433,San Francisco,60144,7129.3,San Francisco
94123,37.80112,-122.43645,San Francisco,26002,9272.5,San Francisco
94124,37.73204,-122.3858,San Francisco,35982,2910.8,San Francisco
94127,37.73642,-122.45961,San Francisco,20927,4332.5,San Francisco
94128,37.62197,-122.38388,San Francisco,0,0,San Mateo
94129,37.79743,-122.46662,San Francisco,4199,690.1,San Francisco
94130,37.81975,-122.36898,San Francisco,3185,1396.2,San Francisco
94131,37.74569,-122.44243,San Francisco,29437,5620.9,San Francisco
94132,37.72219,-122.48475,San Francisco,29707,3662.2,San Francisco
94133,37.80193,-122.41092,San Francisco,26090,15319,San Francisco
94134,37.71887,-122.41124,San Francisco,41977,6333.8,San Francisco
94158,37.77116,-122.39153,San Francisco,10658,6736.3,San Francisco
94188,37.7407,-122.38091,San Francisco,0,0,San Francisco
94301,37.44424,-122.14992,Palo Alto,17243,2808.8,Santa Clara
94303,37.45064,-122.11928,Palo Alto,48487,2218.4,Santa Clara
94304,37.39744,-122.16699,Palo Alto,4295,345,Santa Clara
94305,37.41623,-122.17069,Stanford,16469,1330.4,Santa Clara
94306,37.41627,-122.13088,Palo Alto,28394,2683.4,Santa Clara
94401,37.57445,-122.31942,San Mateo,35095,4356.1,San Mateo
94402,37.54035,-122.33388,San Mateo,27188,2077.3,San Mateo
94403,37.53844,-122.30454,San Mateo,44244,3032.8,San Mateo
94404,37.5562,-122.26905,San Mateo,36571,3246,San Mateo
94501,37.77525,-122.27493,Alameda,63588,3079.2,Alameda
94502,37.73686,-122.24114,Alameda,14732,2255.3,Alameda
94503,38.19454,-122.23042,American Canyon,21874,312.4,Napa
94505,37.86638,-121.5868,Discovery Bay,15796,365.8,Contra Costa
94506,37.80862,-121.90498,Danville,27375,566.6,Contra Costa
94507,37.85429,-122.00664,Alamo,13906,479.5,Contra Costa
94508,38.57909,-122.44451,Angwin,3680,88.7,Napa
94509,37.99214,-121.8142,Antioch,71669,1586.3,Contra Costa
94510,38.09756,-122.13189,Benicia,27327,361.7,Solano
94511,38.02883,-121.64039,Bethel Island,2119,155.8,Contra Costa
94512,38.1263,-121.83793,Birds Landing,0,0,Solano
94513,37.92541,-121.68452,Brentwood,66087,323.6,Contra Costa
94514,37.83071,-121.63392,Byron,2283,29.4,Contra Costa
94515,38.62449,-122.62503,Calistoga,7269,24.3,Sonoma
94516,37.82748,-122.16629,Canyon,218,23.3,Contra Costa
94517,37.8926,-121.88252,Clayton,12200,98.7,Contra Costa
94518,37.95052,-122.02209,Concord,28201,1965.2,Contra Costa
94519,37.98881,-122.01275,Concord,20495,1744.5,Contra Costa
94520,37.99344,-122.03532,Concord,36107,1412.2,Contra Costa
94521,37.95293,-121.96971,Concord,42388,1690.2,Contra Costa
94523,37.95403,-122.07608,Pleasant Hill,34957,1873.1,Contra Costa
94525,38.04811,-122.2292,Crockett,3434,540.6,Contra Costa
94526,37.81472,-121.98451,Danville,33473,981.3,Contra Costa
94528,37.84149,-121.95819,Diablo,655,219.2,Contra Costa
94530,37.92076,-122.30068,El Cerrito,26461,2359.3,Contra Costa
94531,37.95665,-121.77777,Antioch,43067,1185.4,Contra Costa
94533,38.28132,-122.00693,Fairfield,79665,1365.5,Solano
94534,38.24112,-122.12142,Fairfield,39318,195.8,Solano
94535,38.27048,-121.93851,Travis Afb,3663,147.3,Solano
94536,37.57072,-121.98555,Fremont,72744,1995.2,Alameda
94538,37.50653,-121.96361,Fremont,66474,1552,Alameda
94539,37.51635,-121.9119,Fremont,53762,827.8,Alameda
94541,37.67376,-122.08707,Hayward,69294,3589.1,Alameda
94542,37.6553,-122.02584,Hayward,16705,745.4,Alameda
94544,37.63352,-122.05678,Hayward,77692,2739,Alameda
94545,37.62957,-122.12048,Hayward,33496,893.2,Alameda
94546,37.73441,-122.09056,Castro Valley,46169,1117.1,Alameda
94547,38.00637,-122.26117,Hercules,26050,1773.8,Contra Costa
94548,37.97481,-121.65265,Knightsen,470,78.5,Contra Costa
94549,37.90133,-122.11933,Lafayette,28545,555.4,Contra Costa
94550,37.51746,-121.59406,Livermore,50119,71.1,Alameda
94551,37.75902,-121.76026,Livermore,40552,189.2,Alameda
94552,37.70456,-122.01359,Castro Valley,15131,112.8,Alameda
94553,37.97999,-122.15368,Martinez,49230,308.4,Contra Costa
94555,37.55083,-122.08043,Fremont,38522,1073.5,Alameda
94556,37.83102,-122.10425,Moraga,15672,313.9,Contra Costa
94558,38.50846,-122.26497,Napa,66345,64.1,Napa
94559,38.25238,-122.29382,Napa,27913,260.5,Napa
94560,37.50771,-122.02523,Newark,47815,919.6,Alameda
94561,37.99311,-121.69172,Oakley,44088,981.7,Contra Costa
94562,38.43071,-122.40874,Oakville,0,0,Napa
94563,37.88196,-122.19419,Orinda,19454,366,Contra Costa
94564,37.98896,-122.27018,Pinole,19065,1077.8,Contra Costa
94565,38.00926,-121.92886,Pittsburg,100700,858.4,Contra Costa
94566,37.65032,-121.85881,Pleasanton,45648,867.3,Alameda
94567,38.66342,-122.4349,Pope Valley,787,4.2,Napa
94568,37.71596,-121.90113,Dublin,69818,1634.3,Alameda
94569,38.04411,-122.19201,Port Costa,247,74.2,Contra Costa
94571,38.1566,-121.7482,Rio Vista,10776,38.1,Solano
94572,38.02392,-122.23285,Rodeo,9546,401,Contra Costa
94573,38.45726,-122.42348,Rutherford,85,21.4,Napa
94574,38.52742,-122.39261,Saint Helena,7859,24.4,Napa
94575,37.84235,-122.11012,Moraga,1156,2772.8,Contra Costa
94576,38.54932,-122.47581,Deer Park,78,106,Napa
94577,37.71595,-122.16615,San Leandro,49123,2337.3,Alameda
94578,37.70675,-122.1256,San Leandro,42370,3588.6,Alameda
94579,37.68656,-122.15709,San Leandro,21034,2596.6,Alameda
94580,37.67803,-122.13334,San Lorenzo,30262,3516.9,Alameda
94582,37.76357,-121.91469,San Ramon,47319,1362.3,Contra Costa
94583,37.77245,-121.99157,San Ramon,39284,714.2,Contra Costa
94585,38.19061,-121.94216,Suisun City,29560,107.5,Solano
94586,37.57327,-121.85472,Sunol,844,5.8,Alameda
94587,37.59142,-122.06993,Union City,70828,1393,Alameda
94588,37.73801,-121.88178,Pleasanton,35532,419,Alameda
94589,38.14162,-122.24596,Vallejo,31033,2115.1,Solano
94590,38.09546,-122.24986,Vallejo,38012,2236.4,Solano
94591,38.12702,-122.19635,Vallejo,58373,1068.3,Solano
94592,38.12009,-122.3117,Vallejo,1096,52.8,Solano
94595,37.87206,-122.06892,Walnut Creek,17455,1291.5,Contra Costa
94596,37.88902,-122.03676,Walnut Creek,23046,1467.7,Contra Costa
94597,37.91768,-122.0718,Walnut Creek,23725,2260.2,Contra Costa
94598,37.89238,-121.98283,Walnut Creek,26441,495.2,Contra Costa
94599,38.41012,-122.37365,Yountville,3421,166.2,Napa
94601,37.77684,-122.21822,Oakland,52950,6390.3,Alameda
94602,37.80517,-122.20422,Oakland,31451,3338.4,Alameda
94603,37.73923,-122.17554,Oakland,35996,5151.1,Alameda
94605,37.76062,-122.14903,Oakland,45334,1982.4,Alameda
94606,37.79179,-122.24455,Oakland,38595,6406.3,Alameda
94607,37.80721,-122.30024,Oakland,27022,1770.9,Alameda
94608,37.83611,-122.28621,Emeryville,33755,4736.3,Alameda
94609,37.83476,-122.2642,Oakland,24623,5708.8,Alameda
94610,37.81229,-122.24048,Oakland,32144,5934.4,Alameda
94611,37.83191,-122.21592,Oakland,40292,2131.1,Alameda
94612,37.80789,-122.2662,Oakland,16884,6803.1,Alameda
94613,37.78075,-122.18308,Oakland,737,1161.2,Alameda
94618,37.8442,-122.23868,Oakland,17324,2760.5,Alameda
94619,37.79262,-122.16001,Oakland,26514,1226.6,Alameda
94621,37.7379,-122.20794,Oakland,35379,1604.5,Alameda
94702,37.86619,-122.28634,Berkeley,16557,4986.6,Alameda
94703,37.86397,-122.27573,Berkeley,19857,5954,Alameda
94704,37.8664,-122.26088,Berkeley,25124,11398.1,Alameda
94705,37.86523,-122.2384,Berkeley,14150,1616,Alameda
94706,37.88969,-122.29581,Albany,20962,5527.1,Alameda
94707,37.89843,-122.27917,Berkeley,12313,2698,Alameda
94708,37.90276,-122.26202,Berkeley,11937,1384,Contra Costa
94709,37.87835,-122.26613,Berkeley,12115,6923.7,Alameda
94710,37.86705,-122.303,Berkeley,8056,1440,Alameda
94720,37.87185,-122.25226,Berkeley,6467,3546.5,Alameda
94801,37.95217,-122.38025,Richmond,33178,1111.2,Contra Costa
94803,37.95683,-122.28235,El Sobrante,27133,817.2,Contra Costa
94804,37.92074,-122.34204,Richmond,43346,2582.5,Contra Costa
94805,37.94215,-122.32364,Richmond,14783,3060,Contra Costa
94806,37.97811,-122.33618,San Pablo,65072,3199.8,Contra Costa
94901,37.98053,-122.50249,San Rafael,42307,1246.7,Marin
94903,38.02485,-122.5522,San Rafael,31150,604.8,Marin
94904,37.94841,-122.55288,Greenbrae,13391,1045.2,Marin
94920,37.88732,-122.46549,Belvedere Tiburon,12803,759.3,Marin
94922,38.35683,-122.95098,Bodega,504,44.6,Sonoma
94923,38.33588,-123.02647,Bodega Bay,1283,25.7,Sonoma
94924,37.95411,-122.73171,Bolinas,1232,17.3,Marin
94925,37.92386,-122.5132,Corte Madera,10145,1219.7,Marin
94928,38.3459,-122.6935,Rohnert Park,45910,2288.4,Sonoma
94929,38.25444,-122.96243,Dillon Beach,394,161,Marin
94930,37.97048,-122.61108,Fairfax,8796,238.5,Marin
94931,38.32229,-122.71497,Cotati,8966,447.5,Sonoma
94933,38.01753,-122.68814,Forest Knolls,1185,142.5,Marin
94937,38.09466,-122.92719,Inverness,1109,7.6,Marin
94938,38.03024,-122.72953,Lagunitas,511,20.8,Marin
94939,37.93725,-122.53518,Larkspur,7274,1190,Marin
94940,38.15754,-122.86376,Marshall,368,5.4,Marin
94941,37.92562,-122.60083,Mill Valley,32711,334.9,Marin
94945,38.1258,-122.55443,Novato,17482,289.6,Marin
94946,38.07176,-122.68785,Nicasio,657,6.8,Marin
94947,38.10705,-122.62813,Novato,25468,448.3,Marin
94949,38.06576,-122.53172,Novato,18273,525.6,Marin
94950,38.02122,-122.76187,Olema,7,0.6,Marin
94951,38.32252,-122.64492,Penngrove,3393,101.9,Sonoma
94952,38.23007,-122.76338,Petaluma,34457,67,Marin
94954,38.24624,-122.56627,Petaluma,38354,238.2,Sonoma
94956,38.0476,-122.81046,Point Reyes Station,1174,13.1,Marin
94957,37.96343,-122.56174,Ross,1949,529.8,Marin
94960,37.99707,-122.57838,San Anselmo,15871,1042.3,Marin
94963,38.00765,-122.66484,San Geronimo,317,76.7,Marin
94964,37.94235,-122.49244,San Quentin,2700,2283.8,Marin
94965,37.85263,-122.52699,Sausalito,11821,313.1,Marin
94970,37.91694,-122.65553,Stinson Beach,594,31.7,Marin
94971,38.23724,-122.89006,Tomales,356,6.2,Marin
94972,38.33665,-122.93934,Valley Ford,142,12,Sonoma
94973,38.01259,-122.63947,Woodacre,1344,131.4,Marin
95002,37.44075,-122.00047,Alviso,2325,93.7,Santa Clara
95003,37.0089,-121.87775,Aptos,25244,300.6,Santa Cruz
95004,36.86818,-121.63237,Aromas,4280,75.3,Monterey
95005,37.09835,-122.08931,Ben Lomond,8020,262.2,Santa Cruz
95006,37.17129,-122.151,Boulder Creek,8873,62.1,Santa Cruz
95007,37.11019,-122.11434,Brookdale,441,107.4,Santa Cruz
95008,37.27977,-121.95481,Campbell,48786,2914.3,Santa Clara
95010,36.97721,-121.95466,Capitola,8808,2459.4,Santa Cruz
95012,36.78373,-121.74164,Castroville,10647,318.3,Monterey
95013,37.21531,-121.73962,Coyote,27,5.9,Santa Clara
95014,37.30827,-122.07981,Cupertino,62185,965.8,Santa Clara
95017,37.10529,-122.22913,Davenport,992,6.1,Santa Cruz
95018,37.08027,-122.05824,Felton,5853,129.5,Santa Cruz
95019,36.93575,-121.78458,Freedom,6912,2439.2,Santa Cruz
95020,37.01461,-121.55718,Gilroy,67851,172.6,Santa Clara
95023,36.92113,-121.36117,Hollister,55905,54.7,San Benito
95030,37.22168,-121.98326,Los Gatos,13528,495.4,Santa Clara
95032,37.20859,-121.92359,Los Gatos,27149,561.6,Santa Clara
95033,37.15701,-121.97771,Los Gatos,9767,42.2,Santa Cruz
95035,37.44319,-121.87632,Milpitas,79769,1373,Santa Clara
95037,37.13213,-121.67886,Morgan Hill,52321,168.2,Santa Clara
95039,36.81515,-121.7779,Moss Landing,1360,30.2,Monterey
95041,37.05052,-122.05828,Mount Hermon,796,1588.2,Santa Cruz
95043,36.51652,-120.97677,Paicines,641,0.3,San Benito
95045,36.83281,-121.52576,San Juan Bautista,4032,32.9,San Benito
95046,37.09576,-121.59649,San Martin,6005,123.3,Santa Clara
95050,37.3504,-121.95238,Santa Clara,39269,2779.3,Santa Clara
95051,37.3483,-121.98444,Santa Clara,60582,3548.9,Santa Clara
95053,37.34848,-121.93737,Santa Clara,3627,9546.2,Santa Clara
95054,37.39308,-121.96483,Santa Clara,24404,1466.9,Santa Clara
95060,37.01352,-122.10176,Santa Cruz,47594,336.9,Santa Cruz
95062,36.97279,-121.99008,Santa Cruz,36278,2772.2,Santa Cruz
95064,36.99158,-122.05886,Santa Cruz,10646,2415.3,Santa Cruz
95065,37.03229,-121.98444,Santa Cruz,8301,292.9,Santa Cruz
95066,37.0672,-122.01453,Scotts Valley,15265,314.8,Santa Cruz
95070,37.25624,-122.05151,Saratoga,32189,438.8,Santa Clara
95073,37.04068,-121.93174,Soquel,11359,191.5,Santa Cruz
95075,36.80112,-121.19258,Tres Pinos,589,2.5,San Benito
95076,36.94029,-121.75089,Watsonville,85739,245,Santa Cruz
95110,37.34656,-121.9097,San Jose,20377,1727.5,Santa Clara
95111,37.28401,-121.82731,San Jose,60687,4036.2,Santa Clara
95112,37.34461,-121.88346,San Jose,58489,3106.4,Santa Clara
95113,37.3339,-121.8905,San Jose,2216,2456.7,Santa Clara
95116,37.35043,-121.85255,San Jose,52245,5660.4,Santa Clara
95117,37.31008,-121.96225,San Jose,28832,4797.7,Santa Clara
95118,37.25589,-121.88991,San Jose,32703,3105.5,Santa Clara
95119,37.22756,-121.79077,San Jose,10354,940.2,Santa Clara
95120,37.18428,-121.83658,San Jose,38358,376.8,Santa Clara
95121,37.30463,-121.80981,San Jose,37663,3271.3,Santa Clara
95122,37.32925,-121.83481,San Jose,54100,4368.1,Santa Clara
95123,37.24479,-121.83306,San Jose,71118,3510.4,Santa Clara
95124,37.25684,-121.92286,San Jose,52442,3073.3,Santa Clara
95125,37.29554,-121.89408,San Jose,53478,2834.4,Santa Clara
95126,37.32687,-121.91677,San Jose,36457,4243,Santa Clara
95127,37.37453,-121.78733,San Jose,63103,1280.2,Santa Clara
95128,37.31579,-121.93647,San Jose,35367,3473.9,Santa Clara
95129,37.30597,-122.00072,San Jose,39318,3326.8,Santa Clara
95130,37.28803,-121.98146,San Jose,13147,3527.5,Santa Clara
95131,37.38729,-121.89793,San Jose,31566,2110.3,Santa Clara
95132,37.41994,-121.79059,San Jose,41337,583.5,Santa Clara
95133,37.37171,-121.86057,San Jose,28902,3421.6,Santa Clara
95134,37.43003,-121.94528,San Jose,31172,1113.6,Santa Clara
95135,37.22285,-121.55913,San Jose,22010,65.7,Santa Clara
95136,37.27192,-121.85237,San Jose,48867,3626.1,Santa Clara
95138,37.2462,-121.73287,San Jose,19827,294,Santa Clara
95139,37.22489,-121.76393,San Jose,7144,2288.8,Santa Clara
95140,37.3483,-121.64085,Mount Hamilton,118,0.6,Santa Clara
95148,37.33252,-121.78142,San Jose,47305,2317.1,Santa Clara
95202,37.95968,-121.28772,Stockton,5976,2176.4,San Joaquin
95203,37.95237,-121.33098,Stockton,16255,1018,San Joaquin
95204,37.97403,-121.31906,Stockton,30135,2194.5,San Joaquin
95205,37.96425,-121.25955,Stockton,39723,1705.8,San Joaquin
95206,37.8961,-121.41051,Stockton,65966,191.2,San Joaquin
95207,38.00242,-121.325,Stockton,52154,2779.1,San Joaquin
95209,38.04717,-121.35121,Stockton,45150,2116.1,San Joaquin
95210,38.03215,-121.29782,Stockton,43009,2183.8,San Joaquin
95211,37.98078,-121.31198,Stockton,2304,9016.3,San Joaquin
95212,38.04897,-121.22684,Stockton,28561,520.6,San Joaquin
95215,37.9444,-121.15276,Stockton,26898,111.9,San Joaquin
95219,38.0207,-121.51584,Stockton,30242,99.9,San Joaquin
95220,38.19779,-121.23603,Acampo,8251,54.9,San Joaquin
95221,38.0724,-120.54852,Altaville,389,648.6,Calaveras
95222,38.06127,-120.61791,Angels Camp,5161,13.1,Calaveras
95223,38.4644,-119.85939,Arnold,2650,2.4,Alpine
95224,38.22706,-120.32562,Avery,148,5,Calaveras
